name,Location,Number of reviewers,Overall score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,WiFi,Indoor Pool,Spa,Baggage Storage,Free WiFi,Airport Shuttle,Air Conditioning,Airport Shuttle (free),BBQ Facilities,Pet Friendly,On-site Parking,Elevator,Free Parking,Daily Housekeeping,Room Service,24-Hour Front Desk,exceptional Fitness Center,Outdoor Pool,excellent Fitness Center,Non-smoking Rooms,Restaurant,Family Rooms,wonderful Fitness Center,Garden,good Spa & Wellness Center,Swimming Pool,Designated Smoking Area,Facilities for Disabled Guests,Private Parking,good Fitness Center,Fitness Center,Parking,Laundry,Heating,very good Fitness Center,Bar,Terrace
Bluebird Suites in Times Square,10036,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
337 East Apartment #232455 Apts,10028,0,0,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Global Luxury Suites at Sky,10036,0,0,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Hotel Alexander,10025,45,8.1,8,7.7,7.6,8.3,8.4,6.2,8.6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329 East Apartment #232474 Apts,10128,0,0,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
339 East Apartment #232483 Apts,10128,0,0,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Places4stay Midtown South Comfort,10018,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Places4stay Times Square Luxury Apartment,10019,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Two Bedroom Chelsea/West Village Apartment,10011,0,0,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NY Away - Luxury Apartments in the Financial District,10005,22,6.2,6.5,6.3,6.1,5.5,5.6,7.5,7.5,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
East 81 Studio #232478 Apts,10028,0,0,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2 Bedroom Murray Hill Apartment,10016,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zen Artist 2Bed/1Bath in Prime Upper East Side!,10021,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
337 East Apartment #232467 Apts,10028,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PermaGO Seaport,10038,9,7.8,8.3,7.8,7.2,8.1,7,7.5,8.8,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
337 East Apartment #232415 Apts,10028,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Beautiful Loft On the Upper East Side,10028,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East 81 Studio #232476 Apts,10028,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
East 81 Studio #232468 Apts,10028,0,0,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Heart of Lower Manhattan,10013,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYC apartments amazing location,10001,27,7.2,6.9,6.3,6.2,8,6.6,6.3,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lovely Two Bedroom Apt,10031,21,7.1,7.3,7,7.4,7,7,8.8,6.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
PermaGO Gotham Studio,10038,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Studio Plus - Apartment Suites,10001,221,7.1,6.7,6.7,6.4,7.4,6.7,8.3,8.9,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Heart of The Village,10012,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Clean and Cozy 1 BR Apartment in Uptown Manhattan,10040,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brand New, Luxury Alcove Studio , full service building",10024,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Longacre House,10019,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Places4stay Upper West Side Luxury,10024,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East 69th Street Apartment,10021,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
East 81 Street Studio #232465 Home,10028,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Charming 2 BR apartment in Manhattan's Little Italy,10013,0,0,,,,,,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Side 3 bedroom 2 bathroom (7),10022,22,7.7,8,6.7,6.8,8.3,7.2,10,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Recently Renovated 3 Bedroom Apartment Manhattan #45,10002,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sago Hotel,10002,202,8.8,9.3,9,8.6,9.1,8,9,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Midtown West Hotel,10001,"1,713",6.7,6.9,5.8,5.8,7.6,6.1,7.6,8.2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7th Avenue House #32077 Home,10018,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Midtown West Best,10019,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Richards Place,10027,0,0,,,,,,,,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Suite New York,10001,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Athenas Domus CS,10011,31,9.4,9.8,9.5,9.5,9.1,8.9,10,9.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Places4stay Gramercy Park Comfort II,10003,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205 West 107th Street,10025,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Times Square West Midtown Apartment,10018,49,7.2,6.7,6.9,6.9,7.8,6.4,7.9,8.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Seventh Avenue House #229747 Home,10018,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
337 East Apartment #232479 Apts,10028,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cozy 1Bed/1Bath Close to Central Park,10021,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union Square Best Location 2 Bedroom Apt,10003,0,0,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Two Bedroom Apartment - Between Park Ave & Lexington Avenue - Midtown East,10016,73,6.4,7.3,5.8,5.4,6,5.9,7.2,8.1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seventh Avenue House #71125 Home,10018,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Upper East,10028,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bogart Street,10011,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Greenwich Street V,10014,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cassa 45 by BridgeStreet,10036,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
West 49th Apartment,10019,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NYC Apartment,10011,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Spectacular Duplex 4 Bedroom 3 Bath Lincoln Center,10023,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
The Lionel,10036,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Prime West Village Vacation Apartment,10014,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Luxury 2200ft² 4Bed in East Village,10003,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Harlem Lodge,10026,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Beautiful Apartment in Midtown, Huge, Central and Bright",10022,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Nomad Suites,10001,140,7.5,7.3,7.1,7.2,7.2,7.2,7.1,8.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Luxury 2B/1B UWS GEM,10025,9,7.1,6.7,5.6,7,7.5,6.7,9.2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Carlton Arms Hotel,10010,806,7.3,6.8,6.5,6.3,7.9,7.4,7.9,8.7,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lower East Side 3 Bedroom,10002,13,8.4,9.1,8.9,8.7,8.7,7.9,7.1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
studio-United Nations in elevator building,10017,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Harrison Green,10013,0,0,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Athenas Domus HL,10011,14,8.6,8.9,8.4,8.6,8.6,8.4,9.2,8.8,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steps from Times Square Central Park BEAUTIFUL 2 BDR APT,10019,29,7.3,6.9,7.1,6.7,7.5,7,9.2,8.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Eclectic 2Bedroom Art Studio,10075,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Bed Penthouse in Heart of NYC,10019,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Sherry Netherland,10022,182,9.4,9.5,9.5,9,9.7,8.5,9.4,9.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
#1Midtown Manhattan Loft Apartment,10010,24,7.6,7.8,6.9,7.4,8.2,6.9,10,8.6,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jun New York Mid Town II,10001,30,8.3,7.9,7.8,7.9,8.3,8.1,9.4,9.6,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Library Hotel by Library Hotel Collection,10017,464,9.3,9.6,9.2,9.2,9.7,8.4,9.6,9.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
East 82nd Apartment,10028,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
Places4stay Times Square Luxury II,10018,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Massive 3 Bedroom Loft in SoHo,10012,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Very Central West Village Apartment,10014,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Places4stay United Nations Comfort,10017,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
One Bedroom Apartment - Mott Street #16,10013,15,7.3,7.7,7,6.8,7.7,7,10,7.8,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Luxury 3Bed/2bath: Prime Upper East Manhattan,10028,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York One,10001,0,0,,,,,,,,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Places4stay Times Square Luxury Studio,10019,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3/2 Central Park #4,10019,6,8.0,8.3,8.3,8.3,8.5,6.3,8.3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ultra Luxury 3Bed/2Bath Apt: Prime East Village Manhattan,10002,0,0,,,,,,,,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great Location Midtown East 35th Street and Third Ave,10016,34,6.6,7,6.2,6.3,6.4,6.2,6.7,7.5,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NYC Townhouse,10031,12,9.0,9.6,9,9,9.6,8.8,8.3,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Super Comfortable Times Sqr Central Park Broadway,10019,67,8.4,8.1,7.8,8.2,8.6,8.1,8.8,9.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
West Village 1 Bedroom Apartments,10017,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lenox Townhouse,10027,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hotel 91,10002,"1,424",7.4,7.8,7.2,7.1,8,7.4,8.4,7.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Apartment Midtown Garden,10016,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweet Home- Midtown,10019,0,0,,,,,,,,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brownstone in Upper East Side,10128,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seaman NYC Vacation Home,10034,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Places4stay Little Italy Comfort,10002,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Beautiful STUDIO Hells Kitchen | TIMES SQUARE,10019,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Gallery House,10030,108,8.5,8.8,8.2,8.2,9.5,8.2,9.8,8.3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NYC Best apartment near the UN,10022,14,6.2,5.5,6.1,5.9,6.3,5.5,6.7,7.7,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Three-Bedroom Apartment West 25th Street,10022,15,7.6,7.7,6.8,8,7.7,6.8,8.8,8.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Manhattan Studio Apartment mid-west,10019,54,7.9,8,7.2,7.7,8.7,7.2,9.6,8.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Apartment Soho Elizabeth 2,10012,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Places4stay Upper West Side Comfort,10024,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West 50th House #192374 Home,10019,0,0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Sunny 1 Bedroom with Fireplace,10009,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Studio in Times Square,10036,447,6.1,5.6,5.5,5.3,5.3,6,6.9,8.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Places4stay Times Square Luxury,10019,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apartment Chelsea,10001,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 blocks from Times Square and quick walk to Central Park,10019,9,6.6,6.7,5.6,5.8,7.5,6.1,2.5,8.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Four-Bedroom on E 62nd Street Apt 2,10065,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Ideal 3 Bedroom Getaway by Central Park UWS,10025,44,6.7,6.8,6.7,6,6.3,6.6,10,7.6,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Charles Street,10014,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
East Village Lovely Apartment,10009,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229 East 28th Street,10016,0,0,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chelsea Gardens,10011,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jenny's Apartments - Upper East Side,10029,39,8.8,9.5,8.6,8.2,9.5,8.7,9.5,8.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
BRAND NEW ULTRA MODERN NOMAD PARK AVENUE(31 AND PARK) 800 FT 2BR 1BA W/D ELEVATOR!,10016,10,7.8,7.8,7.8,8,7.5,7,8.5,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun New York Mid Town III,10001,49,8.6,8.3,8.5,8.3,8.8,8.3,10,9.6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
The St. Nicolas in Harlem,10030,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Seventh Avenue House #72097 Apts,10018,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Historic Harlem Duplex,10027,165,8.4,8.5,8.2,8.3,8.6,8.2,9.4,8.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Apartment 2BD/ 2BA E 7th St,10009,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
